N,P,K,temperature,humidity,ph,rainfall,label
82.0,41.51,40.48,27.21,74.54,6.98,186.14,cotton
79.87,32.86,36.46,30.91,76.22,6.48,192.0,cotton
85.54,42.53,37.71,30.35,70.45,6.41,184.96,cotton
90.39,33.45,43.41,32.96,75.28,6.65,188.82,cotton
88.49,34.56,34.07,29.99,66.52,6.77,198.31,cotton
79.83,38.15,40.64,30.1,73.38,6.57,177.41,cotton
86.72,42.23,37.97,32.67,68.93,6.37,194.5,cotton
78.38,41.55,43.72,28.28,72.78,6.35,171.72,cotton
93.51,36.18,46.02,29.21,69.74,6.43,189.74,cotton
86.6,47.81,55.73,30.5,71.01,6.54,176.01,cotton
64.63,25.51,41.84,27.71,56.95,5.49,157.24,coffee
65.88,25.64,33.57,22.11,61.73,6.03,136.73,coffee
52.47,32.73,26.98,27.26,59.34,5.47,114.68,coffee
60.85,31.2,24.06,26.39,65.08,5.64,149.02,coffee
61.37,25.98,40.28,25.06,63.97,5.93,142.91,coffee
63.03,33.23,22.91,25.34,60.16,5.56,125.44,coffee
65.63,40.01,34.89,28.54,60.97,5.51,133.32,coffee
63.22,33.14,29.61,28.59,63.21,5.45,134.79,coffee
63.41,37.21,32.76,29.79,66.91,5.83,132.42,coffee
53.45,30.06,33.77,29.65,63.25,6.05,141.32,coffee
63.11,36.12,20.1,25.17,64.85,5.78,127.05,coffee
47.85,30.17,29.64,24.23,62.43,5.85,155.06,coffee
48.22,25.43,28.48,27.14,63.47,5.84,139.25,coffee
58.36,28.36,33.84,24.16,64.55,5.76,144.32,coffee
56.72,25.22,26.76,25.34,54.89,5.64,158.87,coffee
62.84,29.52,30.23,24.89,62.45,6.16,159.53,coffee
62.6,29.54,33.75,22.63,61.24,5.88,156.11,coffee
63.35,33.47,29.02,27.08,59.14,5.45,145.93,coffee
60.87,22.87,32.28,27.55,61.77,6.41,134.76,coffee
58.19,30.02,29.62,25.34,57.78,5.54,143.54,coffee
66.14,43.01,36.68,24.45,59.91,5.65,171.77,coffee
59.17,25.36,27.49,27.51,64.07,5.64,155.25,coffee
48.63,32.52,34.3,24.33,59.49,5.14,168.85,coffee
56.4,33.21,33.02,29.02,61.54,5.54,147.6,coffee
66.42,31.15,25.23,22.92,58.34,5.96,140.19,coffee
56.96,28.42,30.43,25.52,61.18,6.1,168.07,coffee
51.95,33.64,26.12,25.5,62.93,5.64,148.46,coffee
63.36,33.47,26.77,24.74,57.68,5.44,174.43,coffee
56.04,26.03,31.6,25.78,61.41,6.12,153.24,coffee
57.35,29.88,27.49,27.75,61.08,5.16,144.28,coffee
52.31,42.92,25.17,25.68,62.77,5.61,140.65,coffee
62.11,39.63,33.84,28.96,58.86,5.8,147.33,coffee
61.76,38.88,28.9,25.19,63.6,5.17,141.45,coffee
59.33,27.4,35.29,23.88,61.59,5.79,165.3,coffee
59.95,36.68,33.5,26.25,58.73,5.27,146.6,coffee
57.29,36.6,33.73,25.63,58.53,5.85,129.73,coffee
56.21,27.1,29.31,28.34,61.98,5.57,122.12,coffee
62.76,28.1,30.59,25.29,64.51,5.65,144.12,coffee
62.43,42.53,34.44,25.82,62.01,5.54,130.75,coffee
57.24,28.14,33.27,23.86,66.0,5.93,145.31,coffee
60.0,29.21,31.35,28.18,59.89,5.24,155.55,coffee
61.62,26.4,26.33,24.28,59.83,5.6,141.0,coffee
56.75,28.21,28.86,26.34,61.05,6.05,152.62,coffee
52.05,34.62,33.03,25.13,57.51,5.7,144.88,coffee
54.39,24.74,29.56,25.53,60.75,5.67,128.46,coffee
57.83,34.67,28.25,22.66,60.58,5.38,149.01,coffee
61.59,23.71,33.8,23.78,66.68,5.69,126.3,coffee
54.29,33.74,28.04,25.81,66.84,5.49,145.9,coffee
67.1,33.35,21.97,27.01,58.51,6.12,132.66,coffee
74.85,39.34,26.02,26.04,64.26,5.94,151.64,coffee
66.26,31.39,28.17,25.31,64.58,5.81,149.37,coffee
63.98,21.74,31.55,26.44,67.01,5.24,168.36,coffee
60.38,34.44,38.38,27.12,63.2,5.77,137.75,coffee
59.86,28.42,29.78,21.33,63.29,5.66,139.96,coffee
61.1,24.83,39.65,25.79,61.56,5.41,145.36,coffee
66.93,37.18,34.27,27.09,60.92,5.26,141.98,coffee
58.82,37.24,31.55,29.22,65.59,5.56,118.07,coffee
66.93,38.8,23.17,29.02,63.15,5.75,169.22,coffee
66.72,35.26,32.37,27.23,60.8,5.68,131.47,coffee
58.33,30.17,26.82,26.27,61.03,5.85,120.67,coffee
59.43,32.66,28.45,25.66,57.24,5.81,154.71,coffee
62.47,37.19,31.01,26.96,62.47,5.91,121.34,coffee
55.53,39.93,17.7,25.72,65.52,5.67,138.92,coffee
60.65,30.23,30.15,24.63,65.33,6.13,143.0,coffee
53.07,29.38,29.08,27.01,58.98,5.47,152.66,coffee
64.69,28.89,23.33,32.57,64.35,5.62,158.04,coffee
59.38,36.34,30.8,26.18,61.66,5.27,174.07,coffee
55.29,25.2,28.94,24.08,61.84,5.91,159.93,coffee
64.07,30.47,30.25,26.82,56.73,5.87,123.14,coffee
70.2,29.98,29.08,24.46,60.11,6.38,159.11,coffee
52.25,39.52,35.97,25.44,62.92,5.7,174.59,coffee
56.02,32.73,27.86,23.13,68.57,5.35,148.3,coffee
51.3,30.0,32.11,24.35,63.76,5.62,162.4,coffee
66.81,29.07,30.38,26.37,63.86,5.7,147.85,coffee
58.78,32.58,36.49,27.29,64.1,5.92,142.69,coffee
61.59,26.57,36.34,20.43,61.74,6.04,124.54,coffee
62.0,28.6,28.16,27.89,62.59,5.09,130.35,coffee
64.88,34.24,38.74,29.37,60.97,6.45,145.37,coffee
55.19,28.83,18.72,29.21,66.78,5.4,141.58,coffee
60.48,27.2,21.22,25.58,61.04,5.58,148.34,coffee
67.15,30.48,30.85,27.45,63.66,5.52,146.45,coffee
62.74,26.36,36.32,28.86,59.83,5.76,154.63,coffee
57.27,34.41,30.82,23.06,63.38,5.37,159.09,coffee
56.64,31.19,36.86,26.99,58.76,5.4,136.01,coffee
61.97,33.79,25.78,23.67,62.84,5.65,177.36,coffee
60.18,41.07,24.15,22.85,58.64,6.06,171.34,coffee
56.09,29.7,24.16,22.38,64.16,5.77,145.16,coffee
53.0,40.2,27.48,27.07,57.64,5.64,149.37,coffee
61.64,32.77,32.47,23.74,62.59,5.73,148.48,coffee
60.36,25.63,23.41,21.57,64.45,5.95,157.65,coffee
61.53,21.33,24.87,26.34,62.41,5.63,150.53,coffee
60.06,32.6,26.8,27.96,60.71,5.3,133.44,coffee
58.26,36.97,29.79,25.63,58.25,5.94,135.22,coffee
59.5,39.4,32.54,22.74,56.69,5.68,126.81,coffee
63.24,32.21,30.83,24.59,67.22,6.55,140.82,coffee
61.77,32.49,28.7,24.34,58.75,5.36,151.08,coffee
57.4,19.11,32.22,25.92,66.04,5.81,122.82,coffee
48.85,28.4,26.87,27.89,61.97,6.04,125.13,coffee
64.83,35.6,19.91,28.65,62.28,5.82,132.03,coffee
66.38,26.07,34.16,27.64,59.08,6.3,148.47,coffee
63.27,24.36,40.59,23.55,65.07,5.4,135.72,coffee
63.94,37.14,23.64,28.18,65.13,5.42,168.98,coffee
52.72,28.88,32.4,24.29,62.79,5.77,142.19,coffee
64.16,30.86,31.16,28.29,64.37,5.94,127.76,coffee
62.62,27.61,23.59,25.86,59.29,5.94,157.22,coffee
50.49,27.86,22.7,25.07,63.37,5.63,136.15,coffee
66.5,20.48,36.18,24.91,61.77,5.54,168.14,coffee
53.85,32.06,32.64,22.78,59.24,5.66,131.7,coffee
55.92,30.25,33.25,25.31,65.24,5.4,126.22,coffee
69.63,28.71,23.45,22.52,65.23,5.6,141.19,coffee
59.2,37.06,29.1,30.69,62.4,6.02,157.08,coffee
59.82,29.07,31.66,27.02,60.28,5.75,163.54,coffee
70.35,36.27,39.31,24.74,64.11,6.1,131.56,coffee
57.57,40.69,25.12,23.32,66.58,6.06,151.48,coffee
59.77,29.81,31.41,29.16,62.72,6.35,131.53,coffee
59.9,30.13,24.57,25.69,63.25,5.86,177.56,coffee
62.32,37.75,30.33,29.36,69.2,5.86,130.11,coffee
57.26,33.41,32.28,27.4,63.38,5.7,135.46,coffee
62.01,41.27,35.1,27.07,65.09,5.59,137.38,coffee
56.26,31.37,27.89,28.42,60.57,5.46,174.14,coffee
57.74,32.77,32.26,23.73,65.71,5.89,168.38,coffee
56.6,32.5,30.2,26.53,57.64,5.73,123.6,coffee
61.79,21.36,20.74,27.64,60.36,5.4,164.06,coffee
61.64,36.36,29.17,31.36,60.19,6.22,144.08,coffee
51.73,34.41,31.57,23.9,59.23,5.69,150.25,coffee
47.65,37.27,27.53,23.34,64.82,5.69,163.24,coffee
62.19,31.99,29.24,26.97,60.76,5.44,154.15,coffee
59.28,32.17,35.45,25.77,62.05,5.52,151.46,coffee
61.75,36.5,27.1,25.08,64.38,5.78,131.41,coffee
66.53,23.51,33.92,23.47,67.66,5.24,162.28,coffee
59.59,30.17,30.93,27.26,59.29,5.46,154.74,coffee
51.46,29.08,45.2,24.06,65.44,5.52,152.64,coffee
63.27,37.64,29.0,29.98,60.23,5.77,148.68,coffee
54.39,30.57,30.81,25.14,69.32,5.45,162.69,coffee
64.28,31.93,25.67,24.46,60.45,5.16,129.95,coffee
52.59,38.73,33.09,27.57,63.77,5.75,166.91,coffee
56.95,32.53,33.74,23.36,71.29,5.71,147.13,coffee
66.28,36.57,30.19,26.26,57.49,5.53,152.76,coffee
62.22,38.11,29.4,23.23,65.17,6.13,158.47,coffee
59.18,37.22,47.14,26.23,58.06,5.52,154.38,coffee
51.98,32.85,31.9,29.07,65.93,5.96,112.56,coffee
64.61,35.53,31.28,22.54,59.67,5.35,114.77,coffee
59.99,28.01,43.13,25.66,65.88,5.23,137.05,coffee
60.48,27.46,27.89,25.56,61.3,6.26,150.67,coffee
62.4,34.7,33.06,25.83,61.04,5.75,162.35,coffee
65.63,30.8,33.84,25.61,62.1,5.56,142.28,coffee
66.71,32.46,30.68,23.11,61.07,5.63,132.56,coffee
60.11,29.85,30.4,26.24,59.13,5.58,146.16,coffee
65.92,33.28,26.69,26.8,67.12,5.98,153.21,coffee
63.63,39.2,35.38,27.13,65.21,5.38,122.47,coffee
60.79,32.34,27.28,27.65,56.41,5.54,137.73,coffee
51.82,39.47,23.2,24.82,64.72,5.89,128.38,coffee
63.41,33.45,41.67,26.81,61.58,5.44,133.84,coffee
55.87,38.86,30.09,27.13,66.54,4.99,164.18,coffee
60.28,34.18,25.86,24.49,63.47,6.42,160.05,coffee
66.33,31.04,27.0,24.44,60.54,5.08,134.13,coffee
57.2,31.12,30.66,26.72,61.96,5.53,115.55,coffee
57.12,27.14,32.33,27.82,64.82,5.93,143.0,coffee
57.39,28.26,22.46,27.98,61.48,5.33,132.6,coffee
55.67,32.22,35.34,25.3,55.24,5.64,142.66,coffee
58.88,28.86,31.09,26.13,61.93,5.82,138.55,coffee
57.57,38.9,32.8,27.65,65.68,5.86,158.93,coffee
52.1,33.02,29.09,29.36,64.78,5.51,150.59,coffee
60.84,34.27,24.91,26.72,61.32,5.78,134.13,coffee
57.07,37.87,24.74,24.04,61.85,5.47,131.72,coffee
60.53,24.47,24.96,30.11,63.38,5.48,151.27,coffee
62.84,36.97,29.36,27.95,55.88,5.38,147.46,coffee
61.65,27.44,31.3,24.75,61.17,6.01,158.63,coffee
55.01,26.71,27.94,25.95,60.03,6.01,150.21,coffee
62.03,25.67,35.84,20.36,64.5,5.98,138.51,coffee
66.36,31.68,30.31,26.68,71.56,6.1,155.52,coffee
55.44,32.72,25.93,27.64,62.42,5.36,146.22,coffee
55.75,32.76,25.7,26.05,64.25,5.68,139.14,coffee
61.02,35.49,24.46,26.52,65.95,5.87,145.87,coffee
63.2,34.26,33.77,21.95,57.34,6.0,122.42,coffee
62.01,30.24,25.02,26.7,62.6,6.33,135.63,coffee
67.2,33.76,26.69,27.6,63.7,5.71,148.99,coffee
57.02,27.87,33.8,25.55,61.76,5.78,148.98,coffee
52.85,38.43,30.61,25.59,63.29,5.77,156.51,coffee
62.69,35.59,36.75,27.77,61.52,5.36,170.02,coffee
58.81,29.63,21.32,26.68,62.45,5.25,151.8,coffee
57.51,45.45,27.15,25.13,59.38,6.08,139.41,coffee
56.38,35.53,23.1,27.25,67.34,5.87,154.57,coffee
64.35,40.55,36.05,26.88,64.71,5.43,156.64,coffee
54.97,30.16,14.59,26.8,60.07,6.03,150.85,coffee
65.62,26.58,35.19,30.21,64.29,5.94,147.54,coffee
57.38,35.81,22.47,25.16,56.69,5.49,154.63,coffee
62.53,32.25,30.85,22.23,60.88,5.5,135.11,coffee
63.0,27.7,26.98,21.83,61.12,5.37,146.19,coffee
55.24,32.52,29.28,29.34,63.49,5.15,126.03,coffee
60.28,27.35,15.16,28.7,64.16,5.86,135.89,coffee
62.14,28.48,31.02,24.16,66.55,5.23,163.48,coffee
60.19,29.55,30.84,27.47,66.1,5.79,131.64,coffee
60.28,41.08,36.74,27.82,64.39,5.91,162.38,coffee
57.72,25.22,30.35,24.36,58.83,5.48,182.28,coffee
60.68,33.81,23.89,22.31,59.54,6.13,150.01,coffee
62.99,35.69,27.04,28.78,60.1,6.12,151.63,coffee
51.05,28.26,21.08,28.33,61.93,5.03,150.64,coffee
57.31,24.58,38.39,26.21,61.12,5.58,122.3,coffee
53.48,38.42,27.63,26.04,55.87,5.3,154.15,coffee
61.89,40.77,36.71,25.54,63.42,5.61,175.82,coffee
65.75,32.85,31.0,28.89,63.74,6.17,112.1,coffee
62.31,29.42,38.78,29.09,62.1,6.16,171.75,coffee
60.37,44.36,29.84,25.57,64.6,5.59,146.28,coffee
67.05,32.1,21.52,26.73,59.91,5.96,155.44,coffee
67.36,36.54,35.45,24.66,64.41,6.29,134.67,coffee
69.0,29.25,25.74,26.59,64.15,5.97,130.57,coffee
62.17,28.57,22.56,24.14,59.75,5.86,162.28,coffee
52.63,33.76,24.12,27.26,60.13,5.38,156.99,coffee
57.07,30.42,18.9,27.89,64.46,5.7,122.09,coffee
66.05,28.67,27.73,30.62,59.89,5.92,153.43,coffee
61.95,33.41,31.88,26.54,61.84,6.15,125.31,coffee
65.11,36.11,33.49,28.23,61.72,5.14,143.92,coffee
55.04,28.34,23.79,25.05,60.21,4.99,155.5,coffee
71.1,35.03,28.99,25.89,60.74,5.73,144.44,coffee
55.79,40.41,22.56,27.44,61.7,6.27,150.11,coffee
58.2,30.76,30.2,23.71,59.7,5.16,131.16,coffee
60.47,33.5,20.1,25.73,63.69,5.65,135.49,coffee
57.94,29.3,26.82,26.35,68.92,5.48,140.23,coffee
59.74,28.56,35.49,21.26,60.41,5.95,140.59,coffee
55.9,34.2,34.53,26.42,59.6,5.84,138.97,coffee
63.73,39.42,16.97,26.22,56.79,6.43,137.98,coffee
63.73,31.82,25.98,24.16,66.76,5.99,174.15,coffee
60.28,33.44,28.66,25.43,58.87,5.73,133.16,coffee
62.21,32.85,31.44,29.35,61.89,5.93,175.77,coffee
66.53,37.77,28.47,26.46,58.05,5.85,149.12,coffee
60.12,37.14,23.96,29.27,64.71,5.68,142.77,coffee
62.4,39.6,30.51,26.29,62.05,6.23,139.47,coffee
59.85,39.32,30.74,28.27,59.27,5.64,167.27,coffee
56.62,31.24,31.28,24.02,60.76,5.73,145.7,coffee
66.4,39.71,25.72,26.22,64.02,6.15,155.78,coffee
61.45,35.33,33.37,24.14,62.58,6.14,141.89,coffee
60.65,30.79,18.43,26.04,62.91,5.55,127.68,coffee
55.6,35.82,39.86,28.76,57.97,5.96,135.05,coffee
57.09,29.69,33.53,27.92,61.71,5.68,151.96,coffee
62.84,37.88,23.58,26.04,58.8,5.68,141.61,coffee
59.77,28.0,22.56,21.81,61.61,5.57,134.86,coffee
66.61,27.7,37.08,29.25,56.15,5.73,139.0,coffee
45.44,24.78,33.87,30.04,64.71,5.8,144.68,coffee
68.41,42.74,27.07,22.0,55.71,6.1,144.29,coffee
60.92,23.05,26.23,25.41,62.62,5.58,129.44,coffee
56.08,38.04,31.22,27.22,59.3,4.81,137.15,coffee
55.67,33.75,46.43,27.39,70.21,5.87,135.55,coffee
61.74,40.9,39.15,24.85,62.76,5.27,157.37,coffee
67.77,32.2,26.66,26.72,63.25,5.72,147.68,coffee
59.13,36.98,33.68,24.03,58.97,5.62,156.05,coffee
60.74,28.78,31.31,25.34,64.64,5.8,140.27,coffee
61.16,38.58,27.15,26.81,61.79,5.83,135.18,coffee
60.55,37.54,25.31,23.34,58.13,5.35,153.93,coffee
52.97,30.51,33.09,26.83,60.84,5.76,146.61,coffee
33.88,43.95,61.18,28.62,77.44,6.35,198.73,mango
28.34,40.95,59.51,25.96,75.76,6.13,184.2,mango
33.29,44.68,54.62,27.9,68.75,6.46,195.21,mango
30.43,40.56,55.14,23.34,74.85,6.4,188.41,mango
38.7,52.43,55.59,28.0,73.26,5.99,192.17,mango
30.44,51.12,48.08,28.69,71.61,6.24,191.2,mango
41.47,41.12,50.62,25.43,69.06,6.49,188.26,mango
30.2,46.43,45.78,25.38,67.18,6.48,214.16,mango
42.53,41.37,60.75,24.99,73.25,6.28,186.94,mango
31.28,44.74,52.9,28.34,67.17,6.2,186.25,mango
34.44,43.95,45.25,27.54,76.79,6.35,193.5,mango
37.8,42.21,53.34,25.56,75.5,6.6,190.7,mango
32.06,42.43,56.86,24.46,68.0,6.33,199.76,mango
33.64,37.54,48.0,26.8,68.12,6.71,213.79,mango
34.61,46.15,39.19,26.16,73.01,6.37,188.94,mango
46.39,54.1,52.34,29.28,63.32,6.26,192.95,mango
33.82,42.55,37.25,27.77,71.63,6.98,188.18,mango
30.65,31.6,48.53,28.8,68.16,7.14,196.15,mango
35.73,38.18,51.44,23.04,72.08,6.72,220.39,mango
29.9,45.8,52.82,27.88,67.4,5.78,205.2,mango
34.24,42.17,53.82,26.91,66.04,5.92,183.07,mango
46.97,48.61,50.94,26.64,69.26,6.85,192.64,mango
37.88,43.26,59.7,28.48,73.74,6.32,215.87,mango
33.44,45.55,58.18,24.91,70.61,6.63,207.8,mango
32.75,55.43,43.53,29.92,73.65,7.07,176.18,mango
30.66,52.46,40.61,23.79,68.54,6.56,223.88,mango
34.07,41.96,51.56,27.94,71.32,6.45,170.67,mango
30.41,52.1,50.94,26.35,73.35,6.16,196.62,mango
35.69,42.79,50.5,26.62,65.8,6.55,180.07,mango
35.83,51.87,48.59,24.66,69.62,6.25,208.92,mango
34.26,53.55,55.81,26.69,72.15,6.38,200.51,mango
33.19,48.83,57.16,28.6,72.77,6.78,208.27,mango
29.3,53.5,59.02,26.53,68.89,6.68,208.26,mango
33.99,38.75,51.53,28.1,72.18,6.6,195.93,mango
39.97,45.33,47.68,26.64,64.76,6.45,210.33,mango
36.7,52.6,48.69,27.97,72.38,7.2,202.17,mango
29.78,49.24,59.33,26.35,72.52,6.87,215.26,mango
35.63,41.51,49.59,27.92,72.72,6.6,194.3,mango
37.78,49.3,51.9,25.33,69.46,6.78,179.25,mango
24.53,52.54,52.56,28.21,66.77,6.72,204.13,mango
27.08,52.12,50.79,26.21,68.87,5.9,208.9,mango
36.31,44.03,56.39,24.23,68.21,6.24,195.82,mango
35.34,47.15,48.27,25.25,75.06,7.22,202.15,mango
31.22,52.38,42.77,26.33,67.91,6.15,195.8,mango
30.68,45.06,50.14,25.76,68.89,6.43,212.15,mango
34.26,49.12,52.93,28.14,74.16,6.16,192.9,mango
43.82,43.71,35.92,26.59,70.4,5.71,220.01,mango
31.43,46.64,48.87,24.42,66.79,6.22,216.29,mango
34.26,42.39,45.33,29.39,74.39,6.86,207.39,mango
36.45,38.92,48.77,25.63,64.52,6.82,189.56,mango
40.98,49.41,52.78,28.23,68.15,7.06,200.65,mango
36.51,41.75,45.34,27.95,70.65,6.26,178.42,mango
28.65,50.98,46.93,26.32,74.35,6.16,189.1,mango
31.16,53.09,59.97,28.5,72.35,6.33,229.21,mango
36.34,49.27,49.47,26.46,74.99,6.66,221.77,mango
36.28,40.76,47.08,27.21,68.12,6.17,218.02,mango
32.28,45.69,51.48,25.82,74.35,6.16,203.92,mango
36.23,44.73,43.52,28.74,72.23,6.3,210.61,mango
36.87,38.6,45.73,29.28,70.93,6.33,187.12,mango
32.42,42.78,45.77,23.52,73.42,6.79,180.9,mango
35.68,40.49,48.69,26.31,68.72,7.1,193.4,mango
30.96,41.19,55.22,23.7,67.71,6.93,203.66,mango
35.96,55.66,51.23,25.58,69.15,6.16,218.84,mango
37.87,50.62,56.06,26.17,67.17,6.48,186.91,mango
35.82,50.66,49.16,27.3,69.72,6.74,189.98,mango
24.02,47.35,54.94,27.89,68.08,6.16,207.42,mango
35.71,44.37,59.11,25.11,75.33,6.51,172.47,mango
34.1,49.8,48.17,24.05,69.51,6.24,207.38,mango
38.87,39.72,46.47,28.51,67.42,6.18,182.32,mango
36.76,46.55,46.58,27.01,74.58,6.21,170.72,mango
37.28,44.45,46.45,28.3,72.52,5.84,190.21,mango
46.59,47.92,53.38,29.35,70.05,6.74,210.77,mango
37.7,43.39,50.86,25.82,70.04,6.15,188.14,mango
33.59,40.28,47.47,26.67,71.21,6.78,193.04,mango
41.68,49.69,52.52,27.31,70.96,6.86,218.35,mango
41.67,45.21,52.77,29.69,68.13,6.4,200.24,mango
39.5,49.58,48.85,23.98,70.74,6.22,177.65,mango
28.68,46.63,56.81,27.08,70.63,6.85,176.83,mango
37.6,44.94,52.83,26.03,67.55,6.54,224.74,mango
39.3,42.46,43.3,23.64,73.95,6.21,195.12,mango
41.61,36.93,57.46,26.49,66.55,6.43,189.16,mango
37.2,41.76,40.44,26.56,65.93,6.56,182.19,mango
32.56,45.91,48.94,27.5,72.04,6.15,199.03,mango
18.35,46.24,48.5,25.03,70.95,6.85,192.86,mango
30.28,45.83,43.32,25.68,73.67,6.52,171.81,mango
26.02,45.81,54.31,23.76,71.35,6.9,228.32,mango
36.66,47.53,39.33,31.2,68.27,6.22,196.17,mango
42.56,56.04,50.63,29.0,70.13,6.19,222.15,mango
31.89,52.68,56.49,28.23,75.49,7.17,197.37,mango
30.96,35.68,61.22,26.12,73.41,6.28,223.07,mango
31.5,39.04,48.96,25.94,71.79,6.48,209.42,mango
33.54,41.67,47.08,31.09,70.68,5.9,192.2,mango
35.48,54.23,55.14,25.16,77.26,6.49,218.69,mango
29.22,33.01,42.96,20.5,76.34,6.56,186.13,mango
37.26,45.95,53.1,29.42,69.13,6.24,212.42,mango
39.01,45.5,60.89,26.12,67.3,6.63,189.88,mango
37.48,40.83,48.0,30.78,68.78,6.26,217.56,mango
29.74,41.54,52.88,28.88,73.66,6.28,208.94,mango
32.67,41.97,56.02,25.9,70.83,6.55,183.94,mango
39.83,47.8,40.07,27.55,67.68,6.83,178.32,mango
33.22,46.81,50.27,28.53,65.44,7.0,207.88,mango
41.8,49.37,49.94,24.43,68.31,6.98,220.78,mango
31.9,30.91,48.94,26.42,69.25,6.66,213.14,mango
39.95,47.23,41.0,26.32,76.91,6.61,205.52,mango
36.8,47.08,38.08,26.52,69.89,6.88,200.72,mango
26.77,47.15,45.98,24.57,67.5,6.66,218.88,mango
37.41,48.16,52.37,27.2,72.09,5.77,201.67,mango
29.78,50.81,49.26,27.06,65.48,6.81,209.41,mango
37.78,40.93,46.13,27.45,67.92,6.63,167.59,mango
32.56,53.98,52.2,27.33,75.96,5.8,187.77,mango
32.99,49.29,54.38,25.27,72.99,6.38,218.17,mango
29.84,44.38,47.55,29.11,68.43,6.49,207.6,mango
37.73,49.43,51.06,26.16,68.95,6.51,203.74,mango
34.26,45.1,42.41,28.33,70.54,6.8,200.0,mango
26.31,43.21,49.0,28.49,63.79,6.51,207.71,mango
31.69,45.37,46.86,25.54,68.77,6.29,210.25,mango
31.33,40.49,58.84,28.92,64.42,6.27,203.64,mango
36.62,37.55,55.79,28.65,71.45,6.91,206.78,mango
37.24,52.79,55.51,25.32,71.9,6.3,207.56,mango
37.38,38.08,49.39,27.53,68.69,6.59,212.09,mango
34.85,46.12,56.92,27.95,70.6,6.21,210.07,mango
36.65,51.42,50.23,23.37,64.9,6.72,191.45,mango
37.18,45.57,49.17,26.81,67.4,6.5,191.23,mango
33.14,43.38,48.87,28.84,69.61,6.81,223.07,mango
39.27,47.67,51.63,28.73,70.27,6.8,209.21,mango
33.2,49.48,50.46,26.79,68.57,6.55,214.95,mango
39.44,46.77,53.0,29.54,69.55,6.17,219.52,mango
32.35,41.55,41.02,28.14,65.14,6.27,208.82,mango
38.61,41.74,49.33,25.25,68.35,6.58,192.48,mango
33.78,37.68,55.66,28.02,72.38,6.89,187.62,mango
33.21,35.53,65.7,26.7,73.12,6.13,214.95,mango
44.29,44.7,44.95,26.72,63.32,6.49,212.31,mango
34.82,43.58,52.64,28.21,65.02,6.53,236.54,mango
28.32,44.57,59.71,29.21,68.46,6.56,199.97,mango
31.26,44.63,48.6,27.23,67.75,6.12,199.38,mango
43.58,45.41,48.34,28.51,69.53,7.06,199.94,mango
38.5,41.23,52.52,27.55,69.83,6.35,190.43,mango
36.41,48.14,49.36,27.57,69.89,6.53,196.99,mango
35.09,58.49,51.56,28.29,71.31,6.42,219.41,mango
33.54,50.28,48.33,25.08,71.1,6.17,208.03,mango
29.03,43.4,42.84,32.65,65.04,6.5,217.15,mango
40.18,49.26,48.41,29.7,72.74,6.56,203.61,mango
33.48,40.45,56.19,29.62,67.35,6.45,197.85,mango
34.84,45.32,54.73,25.51,67.46,6.87,193.06,mango
28.68,42.57,48.35,30.11,72.77,6.84,212.3,mango
39.73,41.56,49.01,25.02,69.37,6.71,202.02,mango
41.56,39.29,52.5,24.5,70.28,6.72,196.78,mango
37.76,40.2,41.68,28.11,75.23,6.2,218.33,mango
35.22,38.32,44.34,27.03,68.79,6.11,174.59,mango
30.77,45.97,49.97,26.0,70.61,6.81,205.91,mango
34.39,49.64,45.2,26.55,69.4,6.13,193.7,mango
24.63,54.56,45.31,30.17,70.11,6.67,192.67,mango
36.04,48.25,53.32,28.55,68.9,6.36,176.09,mango
37.62,50.41,58.08,27.61,67.7,5.99,215.63,mango
26.02,43.3,48.88,26.86,70.11,6.54,163.77,mango
35.07,33.85,53.66,25.89,63.53,6.26,191.45,mango
40.95,45.98,51.72,29.36,69.71,6.73,210.26,mango
28.57,52.36,42.9,28.83,65.45,6.68,227.93,mango
33.94,43.72,53.05,26.34,75.45,6.56,195.2,mango
32.3,40.34,46.86,26.3,68.54,6.3,231.48,mango
29.85,45.73,52.96,28.26,69.82,6.43,206.77,mango
36.33,43.71,42.19,26.06,66.56,6.3,200.5,mango
36.79,53.9,47.31,28.55,70.92,6.89,208.64,mango
29.96,36.38,51.56,25.94,67.06,6.12,202.41,mango
42.54,42.96,52.95,26.8,66.13,6.72,183.58,mango
35.11,43.29,54.47,24.88,71.17,6.25,192.33,mango
16.82,55.46,52.75,25.47,66.63,6.35,210.75,mango
25.54,44.29,58.85,24.73,70.24,7.16,209.48,mango
35.63,47.53,48.0,29.6,68.8,5.91,194.13,mango
30.17,43.59,48.7,29.39,72.09,6.58,199.96,mango
29.71,34.09,50.57,28.59,69.67,6.34,206.97,mango
34.58,53.43,56.16,28.92,72.27,6.11,209.94,mango
36.88,48.03,52.46,27.91,78.1,6.48,214.05,mango
32.65,48.95,54.7,27.73,75.01,6.23,192.69,mango
36.06,49.4,50.9,29.57,68.01,6.16,204.62,mango
34.61,47.71,49.86,26.32,69.78,6.51,195.43,mango
33.98,42.98,54.28,27.39,76.77,6.55,191.74,mango
48.35,47.07,54.95,28.18,71.87,6.66,183.47,mango
36.84,38.38,49.13,25.55,71.07,6.6,207.22,mango
36.44,41.97,48.69,28.84,73.2,6.16,177.04,mango
31.37,50.23,56.07,25.15,70.92,7.05,206.23,mango
42.11,49.99,45.45,26.62,70.1,6.53,213.74,mango
